"submission_id","survey_id","landing_date","sample_district","landing_site","lat","lon","n_fishers","n_boats","trip_length","gear","catch_usage","catch_taxon","catch_price","catch_kg","price_kg","landing_year","landing_month","landing_day","landing_weekday","fishing_season","week_number"
374430050,"374430050-2-1",2024-08-21,"Salima","Nguwo",-13.7284485,34.621716,10,10,8,"Chilimira","trade","other",75000,30,2500,2024,"Aug",21,"Wed","Low",34
374430050,"374430050-2-2",2024-08-21,"Salima","Nguwo",-13.7284485,34.621716,10,NA,8,"Chilimira","trade","mcheni",20000,10,2000,2024,"Aug",21,"Wed","Low",34
374430050,"374430050-3-1",2024-08-21,"Salima","Nguwo",-13.7284485,34.621716,NA,10,8,"Chilimira","trade","other",180000,140,1285.714285714,2024,"Aug",21,"Wed","Low",34
374430050,"374430050-4-1",2024-08-21,"Salima","Nguwo",-13.7284485,34.621716,10,10,9,"Chilimira","trade","other",105,NA,NA,2024,"Aug",21,"Wed","Low",34
375257281,"375257281-1-1",2024-08-22,"Salima","Nguwo",-13.7290775,34.6210025,NA,8,NA,"Chilimira","trade","ndunduma",120000,20,605,2024,"Aug",22,"Thu","Low",34
375257281,"375257281-1-2",2024-08-22,"Salima","Nguwo",-13.7290775,34.6210025,10,8,8,"Chilimira","trade","usipa",30000,10,305,2024,"Aug",22,"Thu","Low",34
375257281,"375257281-1-3",2024-08-22,"Salima","Nguwo",-13.7290775,34.6210025,10,8,8,"Chilimira","trade","other",36000,15,2400,2024,"Aug",22,"Thu","Low",34
375257281,"375257281-2-1",2024-08-22,"Salima","Nguwo",-13.7290775,34.6210025,10,8,8,"Chilimira","trade","mcheni",105,30,3333.333333333,2024,"Aug",22,"Thu","Low",34
375257281,"375257281-2-2",2024-08-22,"Salima","Nguwo",-13.7290775,34.6210025,10,NA,8,"Chilimira","trade","usipa",25000,NA,2500,2024,"Aug",22,"Thu","Low",34
375257281,"375257281-2-3",2024-08-22,"Salima","Nguwo",-13.7290775,34.6210025,10,8,NA,"Chilimira","trade","other",75000,20,3750,2024,"Aug",22,"Thu","Low",34
375257281,"375257281-3-1",2024-08-22,"Salima","Nguwo",-13.7290775,34.6210025,10,8,8,"Chilimira","trade","ndunduma",130000,75,1733.333333333,2024,"Aug",22,"Thu","Low",34
375257288,"375257288-1-1",2024-08-23,"Salima","Nguwo",-13.7290281,34.6210472,10,10,8,"Chilimira","trade","ndunduma",125000,50,2500,2024,"Aug",23,"Fri","Low",34
375257288,"375257288-2-1",2024-08-23,"Salima","Nguwo",-13.7290281,34.6210472,10,10,8,"Chilimira","trade","ndunduma",60000,20,3000,2024,"Aug",23,"Fri","Low",34
375257288,"375257288-3-1",2024-08-23,"Salima","Nguwo",-13.7290281,34.6210472,10,10,10,"Chilimira","trade","ndunduma",60000,20,305,2024,"Aug",23,"Fri","Low",34
375257288,"375257288-3-2",2024-08-23,"Salima","Nguwo",-13.7290281,34.6210472,10,10,10,"Chilimira","trade","usipa",25000,10,2500,2024,"Aug",23,"Fri","Low",34
376592429,"376592429-1-1",2024-08-27,"Salima","Lifuwu",-13.6884709,34.5954292,10,10,10,"Chilimira","trade","usipa",160000,135,1185.185185185,2024,"Aug",27,"Tue","Low",35
376592429,"376592429-2-1",2024-08-27,"Salima","Lifuwu",-13.6884709,34.5954292,10,10,10,"Chilimira","trade","usipa",250000,1125,222.222222222,2024,"Aug",27,"Tue","Low",35
376592429,"376592429-3-1",2024-08-27,"Salima","Lifuwu",-13.6884709,34.5954292,10,10,8,"Chilimira",NA,"usipa",350000,1275,274.509803922,2024,"Aug",27,"Tue","Low",35
376592429,"376592429-4-1",2024-08-27,"Salima","Lifuwu",-13.6884709,34.5954292,NA,10,9,"Chilimira","trade","usipa",380000,1745,217.76504298,2024,"Aug",27,"Tue","Low",35
376592429,"376592429-5-1",2024-08-27,"Salima","Lifuwu",-13.6884709,34.5954292,10,10,9,"Chilimira","trade","usipa",850000,NA,396.27039627,2024,"Aug",27,"Tue","Low",35
376592429,"376592429-6-1",2024-08-27,"Salima","Lifuwu",-13.6884709,34.5954292,10,10,9,"Chilimira","trade","usipa",205,375,533.333333333,2024,"Aug",27,"Tue","Low",35
376592437,"376592437-1-1",2024-08-28,"Salima","Lifuwu",-13.6867077,34.5954904,10,10,9,"Chilimira","trade","usipa",150000,125,1200,2024,"Aug",28,"Wed","Low",35
376592437,"376592437-2-1",2024-08-28,"Salima","Lifuwu",-13.6867077,34.5954904,10,NA,10,"Chilimira","trade","usipa",550000,905,611.111111111,2024,"Aug",28,"Wed","Low",35
376592437,"376592437-3-1",2024-08-28,"Salima","Lifuwu",-13.6867077,34.5954904,10,10,9,"Chilimira","trade","usipa",305,525,571.428571429,2024,"Aug",28,"Wed","Low",35
376592437,"376592437-4-1",2024-08-28,"Salima","Lifuwu",-13.6867077,34.5954904,10,10,9,"Chilimira",NA,"usipa",250000,125,2000,2024,"Aug",28,"Wed","Low",35
376592437,"376592437-5-1",2024-08-28,"Salima","Lifuwu",-13.6867077,34.5954904,10,NA,9,"Chilimira","trade","usipa",480000,825,581.818181818,2024,"Aug",28,"Wed","Low",35
381871184,"381871184-1-1",2024-09-03,"Salima","Nguwo",-13.7292798,34.6208199,7,4,7,"Chilimira","trade","usipa",250000,40,6250,2024,"Sep",3,"Tue","Medium",36
381871184,"381871184-2-1",2024-09-03,"Salima","Nguwo",-13.7292798,34.6208199,7,NA,8,"Chilimira","trade","usipa",205,80,2500,2024,"Sep",3,"Tue","Medium",36
381871190,"381871190-1-1",2024-09-04,"Salima","Nguwo",-13.7283342,34.6214262,8,8,NA,"Chilimira","trade","usipa",105,20,5000,2024,"Sep",4,"Wed","Medium",36
381871190,"381871190-1-2",2024-09-04,"Salima","Nguwo",-13.7283342,34.6214262,8,8,6,"Chilimira","trade","mcheni",50000,NA,5000,2024,"Sep",4,"Wed","Medium",36
381871190,"381871190-2-1",2024-09-04,"Salima","Nguwo",-13.7283342,34.6214262,7,8,8,"Chilimira","trade","usipa",105,30,3333.333333333,2024,"Sep",4,"Wed","Medium",36
381871195,"381871195-1-1",2024-09-10,"Salima","Nguwo",-13.7290358,34.6211842,10,8,NA,"Chilimira","trade","ndunduma",90000,30,3000,2024,"Sep",10,"Tue","Medium",37
381871195,"381871195-2-1",2024-09-10,"Salima","Nguwo",-13.7290358,34.6211842,10,8,9,"Chilimira","trade","ndunduma",250000,60,4166.666666667,2024,"Sep",10,"Tue","Medium",37
381871195,"381871195-2-2",2024-09-10,"Salima","Nguwo",-13.7290358,34.6211842,10,NA,9,"Chilimira","trade","usipa",80000,25,3200,2024,"Sep",10,"Tue","Medium",37
381871195,"381871195-3-1",2024-09-10,"Salima","Nguwo",-13.7290358,34.6211842,10,8,9,"Chilimira","trade","usipa",240000,80,3000,2024,"Sep",10,"Tue","Medium",37
381871195,"381871195-4-1",2024-09-10,"Salima","Nguwo",-13.7290358,34.6211842,10,8,9,"Chilimira","trade","usipa",180000,NA,2250,2024,"Sep",10,"Tue","Medium",37
383189483,"383189483-1-1",2024-09-13,"Salima","Lifuwu",-13.6835631,34.5960054,10,10,9,"Chilimira","trade","usipa",305,125,2400,2024,"Sep",13,"Fri","Medium",37
383189483,"383189483-2-1",2024-09-13,"Salima","Lifuwu",-13.6835631,34.5960054,10,10,9,"Chilimira","trade","usipa",205,75,2666.666666667,2024,"Sep",13,"Fri","Medium",37
383189483,"383189483-2-2",2024-09-13,"Salima","Lifuwu",-13.6835631,34.5960054,10,10,9,"Chilimira","trade","ndunduma",130000,30,4333.333333333,2024,"Sep",13,"Fri","Medium",37
383189483,"383189483-3-1",2024-09-13,"Salima","Lifuwu",-13.6835631,34.5960054,NA,NA,NA,"Chilimira","trade","usipa",1200000,NA,1428.571428571,2024,"Sep",13,"Fri","Medium",37
383189483,"383189483-4-1",2024-09-13,"Salima","Lifuwu",-13.6835631,34.5960054,10,10,10,"Chilimira","trade","usipa",1250000,905,1388.888888889,2024,"Sep",13,"Fri","Medium",37
383189483,"383189483-5-1",2024-09-13,"Salima","Lifuwu",-13.6835631,34.5960054,NA,10,8,"Chilimira","trade","usipa",350000,125,2800,2024,"Sep",13,"Fri","Medium",37
383567061,"383567061-1-1",2024-09-14,"Salima","Lifuwu",-13.6852956,34.5956366,10,10,11,"Chilimira","trade","usipa",305,125,2400,2024,"Sep",14,"Sat","Medium",37
383567061,"383567061-2-1",2024-09-14,"Salima","Lifuwu",-13.6852956,34.5956366,10,10,11,"Chilimira","trade","usipa",320000,175,1828.571428571,2024,"Sep",14,"Sat","Medium",37
383567061,"383567061-3-1",2024-09-14,"Salima","Lifuwu",-13.6852956,34.5956366,10,10,11,"Chilimira","trade","usipa",220000,145,NA,2024,"Sep",14,"Sat","Medium",37
383567061,"383567061-4-1",2024-09-14,"Salima","Lifuwu",-13.6852956,34.5956366,10,10,11,"Chilimira",NA,"usipa",205,100,2000,2024,"Sep",14,"Sat","Medium",37
384043126,"384043126-1-1",2024-09-16,"Salima","Lifuwu",-13.6859441,34.5955953,10,NA,11,"Chilimira","trade","usipa",82000,45,1822.222222222,2024,"Sep",16,"Mon","Medium",38
384043126,"384043126-2-1",2024-09-16,"Salima","Lifuwu",-13.6859441,34.5955953,NA,10,NA,"Chilimira","trade","usipa",55000,30,1833.333333333,2024,"Sep",16,"Mon","Medium",38
384043126,"384043126-3-1",2024-09-16,"Salima","Lifuwu",-13.6859441,34.5955953,10,10,11,"Chilimira","trade","usipa",35000,NA,1750,2024,"Sep",16,"Mon","Medium",38
384043126,"384043126-4-1",2024-09-16,"Salima","Lifuwu",-13.6859441,34.5955953,10,10,11,"Chilimira","trade","usipa",205,80,2500,2024,"Sep",16,"Mon","Medium",38
384043126,"384043126-5-1",2024-09-16,"Salima","Lifuwu",-13.6859441,34.5955953,10,10,11,"Chilimira","trade","usipa",165000,75,2200,2024,"Sep",16,"Mon","Medium",38
385198981,"385198981-1-1",2024-09-17,"Salima","Lifuwu",-13.6832003,34.5959515,9,NA,11,"Chilimira","food","usipa",10000,7,1428.571428571,2024,"Sep",17,"Tue","Medium",38
385198981,"385198981-2-1",2024-09-17,"Salima","Lifuwu",-13.6832003,34.5959515,10,9,NA,"Chilimira","trade","usipa",270000,100,2700,2024,"Sep",17,"Tue","Medium",38
385198981,"385198981-3-1",2024-09-17,"Salima","Lifuwu",-13.6832003,34.5959515,10,9,11,"Chilimira","trade","usipa",150000,75,NA,2024,"Sep",17,"Tue","Medium",38
385198981,"385198981-4-1",2024-09-17,"Salima","Lifuwu",-13.6832003,34.5959515,10,9,NA,"Chilimira","trade","usipa",105,45,2222.222222222,2024,"Sep",17,"Tue","Medium",38
386562331,"386562331-1-1",2024-09-18,"Salima","Lifuwu",-13.6856992,34.5956729,10,NA,11,"Chilimira","trade","usipa",205,100,2000,2024,"Sep",18,"Wed","Medium",38
386562331,"386562331-2-1",2024-09-18,"Salima","Lifuwu",-13.6856992,34.5956729,10,8,11,"Chilimira","trade","usipa",280000,175,1600,2024,"Sep",18,"Wed","Medium",38
386562331,"386562331-3-1",2024-09-18,"Salima","Lifuwu",-13.6856992,34.5956729,10,8,11,"Chilimira","trade","usipa",160000,80,2000,2024,"Sep",18,"Wed","Medium",38
386562331,"386562331-4-1",2024-09-18,"Salima","Lifuwu",-13.6856992,34.5956729,10,8,10,"Chilimira","trade","usipa",180000,130,1384.615384615,2024,"Sep",18,"Wed","Medium",38
390679142,"390679142-NA-NA",2024-10-02,"Salima","Nguwo",-13.7282588,34.6217886,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,"Oct",2,"Wed","Medium",40
390735887,"390735887-NA-NA",2024-10-03,"Salima","Nguwo",-13.72989,34.6204267,NA,NA,NA,NA,"trade",NA,NA,NA,NA,2024,"Oct",3,"Thu","Medium",40
391202944,"391202944-NA-NA",2024-10-04,"Salima","Nguwo",-13.7280372,34.6218013,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,"Oct",4,"Fri","Medium",40
391987506,"391987506-1-1",2024-10-07,"Salima","Lifuwu",-13.6880033,34.5954483,10,8,6,"Chilimira","trade","usipa",120000,NA,2666.666666667,2024,"Oct",7,"Mon","Medium",41
391987506,"391987506-2-1",2024-10-07,"Salima","Lifuwu",-13.6880033,34.5954483,10,8,6,"Chilimira","trade","usipa",180000,75,2400,2024,"Oct",7,"Mon","Medium",41
391987506,"391987506-3-1",2024-10-07,"Salima","Lifuwu",-13.6880033,34.5954483,NA,8,6,"Chilimira","trade","usipa",220000,100,2200,2024,"Oct",7,"Mon","Medium",41
391987506,"391987506-4-1",2024-10-07,"Salima","Lifuwu",-13.6880033,34.5954483,10,8,6,"Chilimira","trade","usipa",150000,65,2307.692307692,2024,"Oct",7,"Mon","Medium",41
392520114,"392520114-1-1",2024-10-08,"Salima","Lifuwu",-13.683563,34.5959591,10,7,11,"Chilimira","trade","usipa",350000,145,2413.793103448,2024,"Oct",8,"Tue","Medium",41
392520114,"392520114-2-1",2024-10-08,"Salima","Lifuwu",-13.683563,34.5959591,10,7,11,"Chilimira","trade","usipa",520000,220,2363.636363636,2024,"Oct",8,"Tue","Medium",41
392520114,"392520114-3-1",2024-10-08,"Salima","Lifuwu",-13.683563,34.5959591,10,NA,11,"Chilimira","trade","usipa",705,250,2800,2024,"Oct",8,"Tue","Medium",41
392520114,"392520114-4-1",2024-10-08,"Salima","Lifuwu",-13.683563,34.5959591,10,7,11,"Chilimira","trade","usipa",405,175,2285.714285714,2024,"Oct",8,"Tue","Medium",41
394747943,"394747943-1-1",2024-10-14,"Salima","Lifuwu",-13.6876067,34.5954183,10,9,11,"Chilimira","trade","usipa",250000,125,2000,2024,"Oct",14,"Mon","Medium",42
394747943,"394747943-2-1",2024-10-14,"Salima","Lifuwu",-13.6876067,34.5954183,10,NA,11,"Chilimira","trade","usipa",205,100,2000,2024,"Oct",14,"Mon","Medium",42
394747943,"394747943-3-1",2024-10-14,"Salima","Lifuwu",-13.6876067,34.5954183,10,9,11,"Chilimira","trade","usipa",340000,189,1798.941798942,2024,"Oct",14,"Mon","Medium",42
394747943,"394747943-4-1",2024-10-14,"Salima","Lifuwu",-13.6876067,34.5954183,10,9,11,"Chilimira","trade","usipa",180000,75,NA,2024,"Oct",14,"Mon","Medium",42
395680161,"395680161-1-1",2024-10-15,"Salima","Nguwo",-13.7282683,34.62178,10,10,10,"Chilimira","trade","usipa",120000,63,1904.761904762,2024,"Oct",15,"Tue","Medium",42
395680161,"395680161-2-1",2024-10-15,"Salima","Nguwo",-13.7282683,34.62178,10,10,11,"Chilimira","trade","usipa",110000,NA,2444.444444444,2024,"Oct",15,"Tue","Medium",42
395680161,"395680161-3-1",2024-10-15,"Salima","Nguwo",-13.7282683,34.62178,10,10,NA,"Chilimira","trade","usipa",60000,35,1714.285714286,2024,"Oct",15,"Tue","Medium",42
395680161,"395680161-4-1",2024-10-15,"Salima","Nguwo",-13.7282683,34.62178,10,10,11,"Chilimira","trade","usipa",70000,35,2000,2024,"Oct",15,"Tue","Medium",42
395680161,"395680161-5-1",2024-10-15,"Salima","Nguwo",-13.7282683,34.62178,NA,10,11,"Chilimira","both","usipa",105,40,2500,2024,"Oct",15,"Tue","Medium",42
403580827,"403580827-1-1",2024-11-04,"Salima","Nguwo",-13.7283215,34.6217282,10,9,11,"Chilimira","trade","usipa",280000,128,2187.5,2024,"Nov",4,"Mon","Medium",45
403580827,"403580827-2-1",2024-11-04,"Salima","Nguwo",-13.7283215,34.6217282,10,9,11,"Chilimira","trade","usipa",205,90,2222.222222222,2024,"Nov",4,"Mon","Medium",45
403580827,"403580827-3-1",2024-11-04,"Salima","Nguwo",-13.7283215,34.6217282,10,NA,11,"Chilimira","trade","usipa",110000,63,NA,2024,"Nov",4,"Mon","Medium",45
403580827,"403580827-4-1",2024-11-04,"Salima","Nguwo",-13.7283215,34.6217282,NA,NA,11,"Chilimira","trade","usipa",105,60,NA,2024,"Nov",4,"Mon","Medium",45
403936620,"403936620-1-1",2024-11-05,"Salima","Nguwo",-13.7283732,34.6217592,10,9,11,"Chilimira","trade","usipa",240000,126,1904.761904762,2024,"Nov",5,"Tue","Medium",45
403936620,"403936620-2-1",2024-11-05,"Salima","Nguwo",-13.7283732,34.6217592,10,9,10,"Chilimira","trade","usipa",185000,100,1850,2024,"Nov",5,"Tue","Medium",45
403936620,"403936620-3-1",2024-11-05,"Salima","Nguwo",-13.7283732,34.6217592,10,9,11,"Chilimira","trade","usipa",405,175,NA,2024,"Nov",5,"Tue","Medium",45
403936620,"403936620-4-1",2024-11-05,"Salima","Nguwo",-13.7283732,34.6217592,10,9,11,"Chilimira",NA,"usipa",110000,63,NA,2024,"Nov",5,"Tue","Medium",45
403936620,"403936620-5-1",2024-11-05,"Salima","Nguwo",-13.7283732,34.6217592,NA,9,11,"Chilimira","trade","usipa",280000,NA,2240,2024,"Nov",5,"Tue","Medium",45
404494360,"404494360-1-1",2024-11-06,"Salima","Lifuwu",-13.6855183,34.5956,10,10,10,"Chilimira","trade","usipa",805,225,3555.555555556,2024,"Nov",6,"Wed","Medium",45
404494360,"404494360-2-1",2024-11-06,"Salima","Lifuwu",-13.6855183,34.5956,10,10,10,"Chilimira","trade","usipa",750000,252,2976.19047619,2024,"Nov",6,"Wed","Medium",45
404494360,"404494360-3-1",2024-11-06,"Salima","Lifuwu",-13.6855183,34.5956,10,10,10,"Chilimira","trade","usipa",180000,100,1800,2024,"Nov",6,"Wed","Medium",45
404494360,"404494360-4-1",2024-11-06,"Salima","Lifuwu",-13.6855183,34.5956,10,10,10,"Chilimira","trade","usipa",180000,80,2250,2024,"Nov",6,"Wed","Medium",45
404494360,"404494360-5-1",2024-11-06,"Salima","Lifuwu",-13.6855183,34.5956,10,10,NA,"Chilimira","trade","usipa",680000,NA,NA,2024,"Nov",6,"Wed","Medium",45
405303522,"405303522-1-1",2024-11-07,"Salima","Lifuwu",-13.6853358,34.595658,10,9,NA,"Chilimira","trade","usipa",20000,15,1333.333333333,2024,"Nov",7,"Thu","Medium",45
405303522,"405303522-2-1",2024-11-07,"Salima","Lifuwu",-13.6853358,34.595658,NA,9,10,"Chilimira","trade","usipa",250000,85,2941.176470588,2024,"Nov",7,"Thu","Medium",45
405303522,"405303522-3-1",2024-11-07,"Salima","Lifuwu",-13.6853358,34.595658,10,9,10,"Chilimira","trade","usipa",280000,125,2240,2024,"Nov",7,"Thu","Medium",45
405303522,"405303522-4-1",2024-11-07,"Salima","Lifuwu",-13.6853358,34.595658,10,9,10,"Chilimira","trade","usipa",180000,75,2400,2024,"Nov",7,"Thu","Medium",45
407829346,"407829346-1-1",2024-11-13,"Salima","Nguwo",-13.7282635,34.6218506,NA,9,11,"Chilimira","trade","usipa",60000,20,NA,2024,"Nov",13,"Wed","Medium",46
407829346,"407829346-2-1",2024-11-13,"Salima","Nguwo",-13.7282635,34.6218506,10,NA,10,"Chilimira",NA,"usipa",180000,45,4000,2024,"Nov",13,"Wed","Medium",46
407829346,"407829346-3-1",2024-11-13,"Salima","Nguwo",-13.7282635,34.6218506,10,9,10,"Chilimira","trade","usipa",25000,10,NA,2024,"Nov",13,"Wed","Medium",46
407829346,"407829346-4-1",2024-11-13,"Salima","Nguwo",-13.7282635,34.6218506,NA,9,10,"Chilimira","trade","usipa",195000,75,2600,2024,"Nov",13,"Wed","Medium",46
407829362,"407829362-1-1",2024-11-12,"Salima","Nguwo",-13.7279791,34.6219388,10,9,11,"Chilimira","both","usipa",180000,NA,NA,2024,"Nov",12,"Tue","Medium",46
407829362,"407829362-2-1",2024-11-12,"Salima","Nguwo",-13.7279791,34.6219388,10,9,11,"Chilimira","both","usipa",150000,80,1875,2024,"Nov",12,"Tue","Medium",46
407829362,"407829362-3-1",2024-11-12,"Salima","Nguwo",-13.7279791,34.6219388,10,9,11,"Chilimira","trade","usipa",280000,145,1931.034482759,2024,"Nov",12,"Tue","Medium",46
407829362,"407829362-4-1",2024-11-12,"Salima","Nguwo",-13.7279791,34.6219388,10,9,NA,"Chilimira","trade","usipa",140000,63,2222.222222222,2024,"Nov",12,"Tue","Medium",46
